date,close,eps,pe,bv,pb,div-yield %
2025-06-30,38950.0,1351.96,28.81,5078.23,7.67,2.62
2025-05-30,37321.75,1338.18,27.89,4865.94,7.67,3.03
2025-04-30,35794.95,1333.15,26.85,4830.63,7.41,3.02
2025-03-28,36886.15,1323.51,27.87,4828.03,7.64,2.81
2025-02-28,37318.3,1319.6,28.28,4833.98,7.72,2.75
2025-01-31,42662.75,1319.6,32.33,4837.05,8.82,2.41
2024-12-31,43337.8,1273.52,34.03,4826.04,8.98,1.91
2024-11-29,43146.25,1263.43,34.15,4858.81,8.88,1.89
2024-10-31,40407.55,1263.13,31.99,4856.68,8.32,2.1
2024-09-30,41946.05,1219.36,34.4,4860.49,8.63,1.87
2024-08-30,42787.8,1223.56,34.97,4807.62,8.9,1.82
2024-07-31,40851.1,1223.82,33.38,4811.67,8.49,1.9
2024-06-28,36157.5,1195.29,30.25,4582.7,7.89,2.2
2024-05-31,32386.1,1191.1,27.19,4646.5,6.97,2.92
2024-04-30,33200.95,1186.6,27.98,4649.99,7.14,2.0
2024-03-28,34898.15,1165.99,29.93,4646.89,7.51,2.03
2024-02-29,37720.4,1169.26,32.26,4605.67,8.19,1.88
2024-01-31,36638.4,1169.81,31.32,4602.81,7.96,1.94
2023-12-29,35515.0,1194.18,29.74,4606.36,7.71,2.33
2023-11-30,32582.2,1187.83,27.43,4589.04,7.1,2.48
2023-10-31,30582.25,1187.66,25.75,4591.93,6.66,2.68
2023-09-29,31784.4,1188.65,26.74,4586.49,6.93,2.51
2023-08-31,31164.9,1189.05,26.21,3632.27,8.58,2.56
2023-07-31,29928.45,1189.05,25.17,3685.77,8.12,2.66
2023-06-30,29563.0,1162.98,25.42,3631.82,8.14,2.58
2023-05-31,29319.75,1149.79,25.5,3571.22,8.21,2.07
2023-04-28,27708.2,1154.51,24.0,3570.64,7.76,2.69
2023-03-31,28698.6,1133.88,25.31,3573.92,8.03,2.72
2023-02-28,29663.95,1128.77,26.28,3573.97,8.3,2.64
2023-01-31,29740.35,1128.67,26.35,3574.56,8.32,2.63
2022-12-30,28621.7,1088.69,26.29,3555.49,8.05,2.12
2022-11-30,30391.7,1113.25,27.3,3583.93,8.48,2.04
2022-10-31,28727.6,1111.75,25.84,3586.47,8.01,2.13
2022-09-30,26981.15,1091.47,24.72,3587.92,7.52,2.25
2022-08-30,28407.9,1099.38,25.84,3600.49,7.89,2.29
2022-07-29,29152.3,1098.43,26.54,3594.61,8.11,2.24
2022-06-30,27843.35,1096.63,25.39,3399.68,8.19,2.22
2022-05-31,29679.05,1073.38,27.65,3236.54,9.17,1.99
2022-04-29,31622.4,1056.55,29.93,3243.32,9.75,1.8
2022-03-31,36317.2,1013.03,35.85,3242.61,11.2,1.48
2022-02-28,33847.85,1014.93,33.35,3245.24,10.43,1.6
2022-01-31,34824.55,1012.93,34.38,3242.51,10.74,1.55
2021-12-31,38701.0,994.63,38.91,3244.01,11.93,1.34
2021-11-30,35043.75,993.59,35.27,3287.41,10.66,1.5
2021-10-29,34408.75,993.61,34.63,3286.41,10.47,1.42
2021-09-30,35028.0,951.59,36.81,3285.93,10.66,1.43
2021-08-31,34570.2,969.44,35.66,3330.46,10.38,1.44
2021-07-30,30480.05,959.1,31.78,3266.89,9.33,1.63
2021-06-30,29168.0,915.22,31.87,3201.76,9.11,1.49
2021-05-31,27115.05,923.85,29.35,3220.31,8.42,1.62
2021-04-30,25664.45,916.91,27.99,3107.08,8.26,1.46
2021-03-31,25855.0,902.44,28.65,3107.57,8.32,1.29
2021-02-26,24301.45,786.2,30.91,2875.91,8.45,1.74
2021-01-29,24645.75,780.42,31.58,2875.82,8.57,1.71
2020-12-31,24251.35,741.86,32.69,2893.96,8.38,1.72
2020-11-27,21764.9,741.82,29.34,2894.27,7.52,1.92
2020-10-30,20916.85,740.16,28.26,2897.07,7.22,2.0
2020-09-30,19951.3,742.79,26.86,2895.69,6.89,2.1
2020-08-31,17928.85,753.0,23.81,2920.01,6.14,2.26
2020-07-31,18071.85,752.99,24.0,2924.25,6.18,2.24
2020-06-30,14754.3,750.09,19.67,2859.36,5.16,2.51
2020-05-29,14010.5,802.43,17.46,3099.67,4.52,2.25
2020-04-30,14108.35,784.67,17.98,3093.94,4.56,2.24
2020-03-31,12763.65,770.75,16.56,3097.97,4.12,2.47
2020-02-28,15212.95,771.06,19.73,3098.36,4.91,2.1
2020-01-31,16144.15,773.93,20.86,3098.69,5.21,1.98
2019-12-31,15652.4,757.62,20.66,3057.11,5.12,2.02
2019-11-29,14998.05,742.11,20.21,3005.62,4.99,2.05
2019-10-31,15559.4,739.16,21.05,3009.56,5.17,1.97
2019-09-30,15540.15,734.41,21.16,3011.66,5.16,1.97
2019-08-30,16010.4,701.29,22.83,2981.45,5.37,2.14
2019-07-31,15620.2,703.61,22.2,2986.65,5.23,2.2
2019-06-28,15936.45,688.99,23.13,2934.89,5.43,1.9
2019-05-31,16160.65,682.17,23.69,2795.96,5.78,1.83
2019-04-30,16705.4,676.06,24.71,2793.55,5.98,1.25
2019-03-29,15628.2,671.6,23.27,2790.75,5.6,1.34
2019-02-28,15732.0,705.15,22.31,2918.74,5.39,1.36
2019-01-31,15499.3,706.12,21.95,2918.89,5.31,1.38
2018-12-31,14440.3,722.02,20.0,2917.23,4.95,1.48
2018-11-30,14638.05,719.31,20.35,2904.38,5.04,1.47
2018-10-31,14940.1,719.31,20.77,2906.63,5.14,1.44
2018-09-28,15838.05,711.82,22.25,2838.36,5.58,1.54
2018-08-31,15811.4,715.45,22.1,2869.58,5.51,1.54
2018-07-31,14587.8,705.07,20.69,2773.35,5.26,1.91
2018-06-29,13989.5,701.23,19.95,2809.14,4.98,2.02
2018-05-31,13666.0,700.82,19.5,2744.18,4.98,2.03
2018-04-30,13986.25,680.93,20.54,2802.86,4.99,1.84
2018-03-28,12511.55,673.39,18.58,2768.04,4.52,2.03
2018-02-28,12809.0,673.45,19.02,2772.51,4.62,1.97
2018-01-31,12986.4,675.32,19.23,2768.96,4.69,1.95
2017-12-29,11665.75,632.29,18.45,2738.44,4.26,2.14
2017-11-30,11115.3,633.71,17.54,2758.14,4.03,2.25
2017-10-31,10837.9,621.44,17.44,2750.74,3.94,2.18
2017-09-29,10475.35,618.01,16.95,2749.44,3.81,2.25
2017-08-31,10558.25,616.72,17.12,2587.81,4.08,1.98
2017-07-31,10755.75,612.51,17.56,2530.76,4.25,2.01
2017-06-30,10155.05,619.97,16.38,2292.34,4.43,2.08
2017-05-31,10549.1,638.57,16.52,2293.28,4.6,2.0
2017-04-28,9943.7,632.55,15.72,2280.67,4.36,2.12
2017-03-31,10703.25,632.58,16.92,2282.14,4.69,1.97
2017-02-28,10680.95,632.76,16.88,2282.25,4.68,1.98
2017-01-31,9848.5,627.29,15.7,2269.24,4.34,2.13
2016-12-30,10399.25,625.33,16.63,2270.58,4.58,2.02
2016-11-30,10087.65,656.32,15.37,2266.89,4.45,2.08
2016-10-30,10082.7,630.96,15.98,2281.15,4.42,2.08
2016-09-30,10292.3,617.41,16.67,2242.33,4.59,2.06
2016-08-31,10546.1,606.1,17.4,2243.85,4.7,1.99
2016-07-29,10913.3,601.28,18.15,2227.2,4.9,2.38
2016-06-30,11120.15,601.41,18.49,2094.19,5.31,2.34
2016-05-31,11395.85,601.36,18.95,2094.83,5.44,2.29
2016-04-29,11196.25,590.52,18.96,2077.23,5.39,2.3
2016-03-31,11309.3,573.78,19.71,1894.36,5.97,2.59
2016-02-29,10278.4,573.57,17.92,1896.38,5.42,2.85
2016-01-29,11236.15,577.1,19.47,1891.61,5.94,2.59
2015-12-31,11212.55,574.71,19.51,1887.63,5.94,2.6
2015-11-30,11206.0,574.67,19.5,1840.07,6.09,2.37
2015-10-30,11486.9,571.77,20.09,1852.73,6.2,2.3
2015-09-30,12032.1,532.16,22.61,1897.81,6.34,1.74
2015-08-31,11605.7,532.13,21.81,1893.26,6.13,1.81
2015-07-31,11594.15,543.82,21.32,1913.23,6.06,1.79
2015-06-30,11037.4,531.92,20.75,1768.81,6.24,1.78
2015-05-29,11575.05,530.24,21.83,1767.18,6.55,1.72
2015-04-30,11001.05,547.86,20.08,1919.9,5.73,2.08
2015-03-31,12083.0,553.5,21.83,1784.79,6.77,1.19
2015-02-28,12659.8,553.55,22.87,1765.66,7.17,1.13
2015-01-30,11824.75,553.08,21.38,1762.26,6.71,1.21
2014-12-31,11216.3,541.85,20.7,1766.35,6.35,1.27
2014-11-28,11898.05,542.05,21.95,1716.89,6.93,1.21
2014-10-31,11341.05,537.24,21.11,1718.34,6.6,1.27
2014-09-30,11302.7,515.16,21.94,1699.65,6.65,1.28
2014-08-28,10679.65,514.43,20.76,1708.74,6.25,1.35
2014-07-31,10304.7,496.85,20.74,1605.09,6.42,1.35
2014-06-30,9912.3,468.0,21.18,1606.53,6.17,1.4
2014-05-30,8970.3,457.2,19.62,1598.98,5.61,1.54
2014-04-30,9227.95,442.8,20.84,1406.7,6.56,1.1
2014-03-31,9298.0,437.35,21.26,1406.66,6.61,1.09
2014-02-28,10338.55,439.0,23.55,1454.09,7.11,0.99
2014-01-31,9957.45,429.94,23.16,1457.9,6.83,1.04
2013-12-31,9517.85,402.28,23.66,1435.57,6.63,1.08
2013-11-29,8820.75,403.14,21.88,1431.94,6.16,1.17
2013-10-31,8852.8,395.57,22.38,1421.0,6.23,1.16
2013-09-30,8167.8,377.09,21.66,1415.56,5.77,1.26
2013-08-30,8382.4,387.54,21.63,1401.74,5.98,1.21
2013-07-31,7787.35,382.86,20.34,1405.66,5.54,1.3
2013-06-28,6634.15,377.37,17.58,1247.02,5.32,1.73
2013-05-31,6472.05,382.74,16.91,1232.77,5.25,1.76
2013-04-30,6047.7,383.01,15.79,1226.71,4.93,1.88
2013-03-28,7219.05,373.27,19.34,1246.81,5.79,1.56
2013-02-28,7106.65,373.25,19.04,1246.78,5.7,1.58
2013-01-31,6778.0,373.24,18.16,1241.39,5.46,1.64
2012-12-31,6024.95,367.15,16.41,1242.26,4.85,1.84
2012-11-30,6263.25,366.92,17.07,1242.71,5.04,1.77
2012-10-31,6087.85,363.24,16.76,1222.46,4.98,1.79
2012-09-28,6313.8,347.1,18.19,1195.8,5.28,1.72
2012-08-31,6072.35,350.8,17.31,1229.22,4.94,1.84
2012-07-31,5695.25,351.13,16.22,1232.74,4.62,1.96
2012-06-29,6144.6,331.25,18.55,1231.38,4.99,1.82
2012-05-31,6008.8,328.89,18.27,1118.96,5.37,2.1
2012-04-30,6085.4,326.12,18.66,1096.47,5.55,1.89
2012-03-30,6516.0,312.37,20.86,1113.85,5.85,1.77
2012-02-29,6606.85,312.82,21.12,1114.14,5.93,1.75
2012-01-31,6193.85,317.63,19.5,1106.04,5.6,1.8
2011-12-30,6139.0,296.14,20.73,1080.81,5.68,1.77
2011-11-30,5893.25,297.49,19.81,1073.45,5.49,1.8
2011-10-31,6278.7,302.15,20.78,1057.02,5.94,1.7
2011-09-30,5678.9,287.68,19.74,1069.47,5.31,1.88
2011-08-30,5451.25,287.82,18.94,1068.87,5.1,1.96
2011-07-29,6335.1,288.35,21.97,1064.72,5.95,1.69
2011-06-30,6624.7,278.7,23.77,1065.06,6.22,1.62
2011-05-31,6538.5,279.07,23.43,1046.16,6.25,1.64
2011-04-29,6718.35,281.1,23.9,972.26,6.91,1.06
2011-03-31,7148.1,268.93,26.58,972.53,7.35,1.0
2011-02-28,6666.3,263.59,25.29,967.53,6.89,1.07
2011-01-31,6971.25,264.16,26.39,965.55,7.22,1.02
2010-12-31,7491.1,254.89,29.39,966.59,7.75,0.95
2010-11-30,6703.6,254.89,26.3,961.78,6.97,1.06
2010-10-29,6613.25,255.44,25.89,962.63,6.87,1.08
2010-09-30,6613.4,248.81,26.58,926.25,7.14,1.09
2010-08-31,5974.9,248.85,24.01,926.34,6.45,1.2
2010-07-30,6086.85,248.65,24.48,778.37,7.82,0.83
2010-06-30,5928.3,247.74,23.93,777.99,7.62,0.86
2010-05-31,5761.95,248.57,23.18,778.64,7.4,0.88
2010-04-30,5985.8,250.45,23.9,811.08,7.38,0.84
2010-03-31,5855.95,248.87,23.53,812.2,7.21,0.86
2010-02-26,5766.7,248.89,23.17,812.21,7.1,0.87
2010-01-29,5594.15,246.76,22.67,769.48,7.27,0.86
2009-12-31,5818.4,239.05,24.34,769.63,7.56,0.82
2009-11-30,5364.2,239.15,22.43,760.88,7.05,0.93
2009-10-30,5048.8,238.26,21.19,759.22,6.65,0.98
2009-09-30,5122.1,228.26,22.44,764.49,6.7,0.98
2009-08-31,4618.35,228.29,20.23,753.4,6.13,1.09
2009-07-31,4330.05,223.54,19.37,742.72,5.83,1.25
2009-06-30,3497.65,210.7,16.6,731.73,4.78,1.55
2009-05-29,3206.2,210.66,15.22,732.01,4.38,1.69
2009-04-29,2770.85,206.01,13.45,653.5,4.24,2.19
2009-03-31,2318.7,201.8,11.49,655.0,3.54,2.61
2009-02-27,2094.1,201.55,10.39,652.37,3.21,2.91
2009-01-30,2225.75,201.06,11.07,652.71,3.41,2.74
2008-12-31,2187.0,222.03,9.85,729.0,3.0,2.89
2008-11-28,2449.95,222.12,11.03,726.99,3.37,2.58
2008-10-31,2686.95,223.17,12.04,728.17,3.69,2.32
2008-09-30,3107.05,213.25,14.57,727.65,4.27,2.01
2008-08-29,3926.8,213.88,18.36,719.19,5.46,1.58
2008-07-31,3752.85,218.7,17.16,672.55,5.58,1.65
2008-06-30,3999.4,213.53,18.73,659.97,6.06,1.54
2008-05-30,4688.35,213.69,21.94,626.78,7.48,1.25
2008-04-30,4357.65,208.0,20.95,600.23,7.26,1.02
2008-03-31,3704.95,206.52,17.94,600.48,6.17,1.2
2008-02-29,3984.5,210.04,18.97,608.32,6.55,1.14
2008-01-31,3838.15,212.05,18.1,608.26,6.31,1.18
2007-12-31,4812.6,197.0,24.43,608.42,7.91,0.94
2007-11-30,4431.15,197.12,22.48,598.8,7.4,1.02
2007-10-31,4793.65,193.53,24.77,594.01,8.07,0.95
2007-09-28,4804.2,185.28,25.93,593.84,8.09,0.94
2007-08-31,4813.2,185.91,25.89,589.13,8.17,0.94
2007-07-31,5086.7,181.6,28.01,528.21,9.63,0.86
2007-06-29,5192.3,171.7,30.24,516.13,10.06,0.86
2007-05-31,5218.35,171.71,30.39,433.42,12.04,0.92
2007-04-30,5418.4,177.01,30.61,429.69,12.61,0.89
2007-03-30,5180.7,160.15,32.35,443.55,11.68,0.94
2007-02-28,5129.6,168.85,30.38,448.78,11.43,0.96
2007-01-31,5535.0,167.68,33.01,448.91,12.33,0.89
2006-12-29,5432.25,157.91,34.4,446.73,12.16,0.9
2006-11-30,5267.85,157.96,33.35,447.57,11.77,0.92
2006-10-31,4888.95,151.78,32.21,447.71,10.92,1.0
2006-09-29,4540.5,137.84,32.94,454.5,9.99,1.02
2006-08-31,4445.6,138.06,32.2,455.96,9.75,1.03
2006-07-31,4113.55,137.9,29.83,439.01,9.37,1.1
2006-06-30,3957.55,124.49,31.79,382.74,10.34,0.99
2006-05-31,3869.65,124.83,31.0,363.35,10.65,0.72
2006-04-29,4341.85,124.41,34.9,363.64,11.94,0.64
2006-03-31,4352.9,93.67,46.47,363.95,11.96,0.64
2006-02-28,3972.9,94.23,42.16,366.17,10.85,0.7
2006-01-31,4010.3,96.54,41.54,374.1,10.72,0.71
2005-12-30,3906.9,97.04,40.26,365.47,10.69,0.64
2005-11-30,3533.95,97.09,36.4,365.46,9.67,0.71
2005-10-31,3211.95,97.13,33.07,365.83,8.78,0.78
2005-09-30,3296.5,96.45,34.18,363.05,9.08,0.76
2005-08-31,3177.15,95.75,33.18,360.63,8.81,0.78
2005-07-29,2985.95,66.5,44.9,292.17,10.22,0.72
2005-06-30,3072.1,66.02,46.53,285.78,10.75,0.7
2005-05-31,2933.0,57.1,51.37,258.87,11.33,0.97
2005-04-29,2539.75,57.11,44.47,258.89,9.81,1.12
2005-03-31,2923.15,57.16,51.14,259.14,11.28,0.98
2005-02-28,2919.05,57.2,51.03,259.24,11.26,0.98
2005-01-31,2849.4,82.19,34.67,371.5,7.67,1.31
2004-12-31,2936.9,82.59,35.56,373.65,7.86,1.28
2004-11-30,2996.5,81.98,36.55,372.24,8.05,1.39
2004-10-29,2667.15,82.12,32.48,373.03,7.15,1.56
2004-09-30,2496.2,81.44,30.65,364.94,6.84,1.51
2004-08-31,2340.15,79.25,29.53,348.76,6.71,1.59
2004-07-30,2269.2,72.87,31.14,349.11,6.5,1.8
2004-06-30,2115.2,73.37,28.83,360.34,5.87,1.96
2004-05-31,2042.15,67.13,30.42,340.93,5.99,0.51
2004-04-30,2068.7,67.14,30.81,340.81,6.07,0.5
2004-03-31,1937.29,67.34,28.77,339.88,5.7,0.54
2004-02-27,2059.92,67.38,30.57,339.92,6.06,0.51
2004-01-30,2137.04,67.46,31.68,340.29,6.28,0.49
2003-12-31,2354.23,67.51,34.87,340.7,6.91,0.44
2003-11-28,2064.48,67.51,30.58,340.67,6.06,0.5
2003-10-31,1855.06,67.36,27.54,334.85,5.54,0.54
2003-09-30,1731.56,67.45,25.67,335.57,5.16,0.58
2003-08-29,1505.63,67.64,22.26,329.46,4.57,0.6
2003-07-31,1367.59,67.64,20.22,329.54,4.15,0.66
2003-06-30,1300.24,71.05,18.3,306.66,4.24,0.59
2003-05-30,1099.34,68.37,16.08,292.38,3.76,0.68
2003-04-30,1135.11,68.96,16.46,306.79,3.7,0.64
2003-03-31,1496.69,73.91,20.25,321.18,4.66,0.48
2003-02-28,1710.92,73.94,23.14,321.6,5.32,0.42
2003-01-31,1662.47,73.95,22.48,321.56,5.17,0.44
2002-12-31,1907.34,73.96,25.79,321.64,5.93,0.38
2002-11-29,1890.99,74.51,25.38,298.26,6.34,0.38
2002-10-31,1570.27,74.53,21.07,298.53,5.26,0.46
2002-09-30,1527.3,74.5,20.5,298.3,5.12,0.47
2002-08-30,1554.35,74.51,20.86,298.34,5.21,0.46
2002-07-31,1365.29,74.52,18.32,298.75,4.57,0.53
2002-06-28,1656.18,74.54,22.22,298.41,5.55,0.43
2002-05-31,1682.83,71.64,23.49,261.72,6.43,0.34
2002-04-30,1793.68,72.15,24.86,250.16,7.17,0.34
2002-03-28,1855.78,72.15,25.72,250.44,7.41,0.32
2002-02-28,1755.44,72.15,24.33,250.42,7.01,0.34
2002-01-31,1836.28,53.1,34.58,176.57,10.4,0.24
2001-12-31,1828.22,54.33,33.65,187.32,9.76,0.24
2001-11-29,1677.88,54.34,30.88,187.26,8.96,0.26
2001-10-31,1213.97,54.34,22.34,187.34,6.48,0.36
2001-09-28,1090.22,55.62,19.6,179.61,6.07,0.45
2001-08-31,1572.44,55.76,28.2,179.91,8.74,0.31
2001-07-31,1597.28,55.77,28.64,180.08,8.87,0.31
2001-06-29,1630.22,58.56,27.84,191.12,8.53,0.31
2001-05-31,1898.26,57.52,33.0,181.13,10.48,0.26
2001-04-30,1726.74,36.58,47.21,127.43,13.55,0.22
2001-03-30,1746.82,36.89,47.35,128.54,13.59,0.21
2001-02-28,3011.67,36.93,81.56,128.65,23.41,0.12
2001-01-31,3389.7,36.96,91.72,128.74,26.33,0.11
2000-12-29,2938.35,36.96,79.51,128.76,22.82,0.13
2000-11-30,3338.22,26.26,127.14,85.6,39.0,0.14
2000-10-31,3230.95,26.44,122.22,86.18,37.49,0.15
2000-09-29,3628.6,26.44,137.26,86.17,42.11,0.13
2000-08-31,4297.94,29.37,146.32,99.81,43.06,0.12
2000-07-31,3458.72,29.37,117.75,99.82,34.65,0.15
2000-06-30,4241.1,29.37,144.38,99.81,42.49,0.12
2000-05-31,3239.41,23.44,138.2,85.99,37.67,0.14
2000-04-28,4508.58,24.86,181.37,91.82,49.1,0.1
2000-03-31,6524.05,24.96,261.33,92.21,70.75,0.07
2000-02-29,7453.79,24.97,298.49,92.24,80.81,0.06
2000-01-31,5070.56,22.71,223.28,85.58,59.25,0.05
1999-12-30,4174.2,22.85,182.65,86.12,48.47,0.07
1999-11-30,2546.89,22.98,110.82,86.6,29.41,0.11
1999-10-29,2033.01,23.07,88.13,86.96,23.38,0.14
1999-09-30,2252.82,23.08,97.61,86.98,25.9,0.12
1999-08-31,1791.19,23.15,77.36,87.25,20.53,0.15
1999-07-30,1648.96,23.5,70.18,88.56,18.62,0.17
1999-06-30,1357.52,13.48,100.74,56.8,23.9,0.16
1999-05-31,1331.84,13.48,98.83,56.79,23.45,0.17
1999-04-29,1135.75,13.69,82.96,60.9,18.65,0.2
1999-03-31,1408.1,13.54,104.0,60.15,23.41,0.16
1999-02-27,1254.53,13.54,92.66,60.14,20.86,0.18
1999-01-29,1124.41,13.54,83.05,60.13,18.7,0.2
1998-12-31,705.18,13.54,52.09,60.12,11.73,0.31
1998-11-30,589.41,13.02,45.27,59.12,9.97,0.36
1998-10-30,640.46,13.02,49.19,59.08,10.84,0.33
1998-09-30,658.2,13.11,50.19,59.51,11.06,0.32
1998-08-31,658.96,13.81,47.7,61.47,10.72,0.34
1998-07-31,651.4,13.82,47.13,61.45,10.6,0.34
1998-06-30,598.99,13.82,43.34,61.5,9.74,0.37
1998-05-29,691.91,13.82,50.06,61.45,11.26,0.32
1998-04-30,538.39,13.82,38.95,61.46,8.76,0.42
1998-03-31,342.22,13.82,24.76,61.44,5.57,0.66
1998-02-27,275.53,11.17,24.66,53.5,5.15,0.65
1998-01-29,232.49,11.39,20.41,54.58,4.26,0.79
1997-12-31,239.97,11.39,21.07,54.54,4.4,0.76
1997-11-28,244.74,11.09,22.07,53.32,4.59,0.72
1997-10-30,264.66,11.09,23.86,53.36,4.96,0.67
1997-09-30,268.07,11.09,24.17,53.29,5.03,0.66
1997-08-29,217.14,10.61,20.46,51.82,4.19,0.84
1997-07-31,201.75,10.61,19.01,51.73,3.9,0.91
1997-06-30,157.48,10.61,14.84,51.8,3.04,1.16
1997-05-30,133.01,10.67,12.47,51.16,2.6,1.34
1997-04-30,132.49,10.67,12.42,51.15,2.59,1.35
1997-03-31,104.91,10.67,9.83,51.18,2.05,1.7
1997-02-28,104.6,9.07,11.53,40.08,2.61,1.64
1997-01-31,92.27,8.47,10.89,40.47,2.28,1.86
