"Index Name","Date","Open","High","Low","Close"
"NIFTY BANK","30 Jun 2025","57529.95","57614.5","57193.8","57312.75"
"NIFTY BANK","27 Jun 2025","57234.7","57475.4","56993.85","57443.90"
"NIFTY BANK","26 Jun 2025","56693.55","57263.45","56558.35","57206.70"
"NIFTY BANK","25 Jun 2025","56564.5","56681.4","56420.65","56621.15"
"NIFTY BANK","24 Jun 2025","56529.45","56862","56276.15","56461.90"
"NIFTY BANK","23 Jun 2025","55832.35","56233.55","55779.25","56059.35"
"NIFTY BANK","20 Jun 2025","55566.7","56328.2","55566.4","56252.85"
"NIFTY BANK","19 Jun 2025","55784.85","55942.45","55475.45","55577.45"
"NIFTY BANK","18 Jun 2025","55544.95","55933.6","55511.8","55828.75"
"NIFTY BANK","17 Jun 2025","55975","56067.3","55643.95","55714.15"
"NIFTY BANK","16 Jun 2025","55554.1","55999.85","55381.45","55944.90"
"NIFTY BANK","13 Jun 2025","55149.3","55688","55149.3","55527.35"
"NIFTY BANK","12 Jun 2025","56480.9","56611.05","55968.5","56082.55"
"NIFTY BANK","11 Jun 2025","56639.85","56782.5","56399.4","56459.75"
"NIFTY BANK","10 Jun 2025","56993.9","57015.4","56564.15","56629.10"
"NIFTY BANK","09 Jun 2025","57049.5","57049.5","56792.7","56839.60"
"NIFTY BANK","06 Jun 2025","55699.45","56695","55534.75","56578.40"
"NIFTY BANK","05 Jun 2025","55806.75","56010.15","55580.45","55760.85"
"NIFTY BANK","04 Jun 2025","55650.35","55791","55408.35","55676.85"
"NIFTY BANK","03 Jun 2025","56104.8","56161.4","55455.8","55599.95"
"NIFTY BANK","02 Jun 2025","55598.25","55966.3","55400.55","55903.40"
"NIFTY BANK","30 May 2025","55615.55","55813.3","55356.6","55749.70"
"NIFTY BANK","29 May 2025","55571.4","55782.75","55096.45","55546.05"
"NIFTY BANK","28 May 2025","55328.6","55521.8","55235.55","55417.00"
"NIFTY BANK","27 May 2025","55458.95","55831.35","55037.85","55352.80"
"NIFTY BANK","26 May 2025","55534.9","55875.75","55307.5","55572.00"
"NIFTY BANK","23 May 2025","54959.3","55441.3","54854.5","55398.25"
"NIFTY BANK","22 May 2025","54875.9","54996.1","54576.6","54941.30"
"NIFTY BANK","21 May 2025","55060.2","55336.85","54690.8","55075.10"
"NIFTY BANK","20 May 2025","55445.3","55568.35","54829.45","54877.35"
"NIFTY BANK","19 May 2025","55326.05","55695.55","55296.55","55420.70"
"NIFTY BANK","16 May 2025","55276","55418.9","55170.25","55354.90"
"NIFTY BANK","15 May 2025","54853.7","55490.55","54442.3","55355.60"
"NIFTY BANK","14 May 2025","55008.55","55208.6","54491","54801.30"
"NIFTY BANK","13 May 2025","55233.5","55499.65","54888.5","54940.85"
"NIFTY BANK","12 May 2025","54658.75","55466.3","54558.05","55382.85"
"NIFTY BANK","09 May 2025","53595.95","54054.8","53483.05","53595.25"
"NIFTY BANK","08 May 2025","54801.75","54937.25","54108","54365.65"
"NIFTY BANK","07 May 2025","54013.4","54684.3","53919.9","54610.90"
"NIFTY BANK","06 May 2025","54918.25","55036.95","54172.95","54271.40"
"NIFTY BANK","05 May 2025","55065.8","55345.5","54786.5","54919.50"
"NIFTY BANK","02 May 2025","55100.95","55691.95","54994.4","55115.35"
"NIFTY BANK","30 Apr 2025","55382.4","55478.25","54723.7","55087.15"
"NIFTY BANK","29 Apr 2025","55524.35","55957.75","55262.4","55391.25"
"NIFTY BANK","28 Apr 2025","54610.3","55577.4","54582.35","55432.80"
"NIFTY BANK","25 Apr 2025","55233.55","55350.55","54176.45","54664.05"
"NIFTY BANK","24 Apr 2025","55103.9","55550.45","55088.4","55201.40"
"NIFTY BANK","23 Apr 2025","56097.1","56098.7","55162.5","55370.05"
"NIFTY BANK","22 Apr 2025","55414.3","55961.2","55243.55","55647.20"
"NIFTY BANK","21 Apr 2025","54891.25","55461.65","54674.95","55304.50"
"NIFTY BANK","17 Apr 2025","53153.75","54407.2","53084.9","54290.20"
"NIFTY BANK","16 Apr 2025","52690.9","53164.45","52471.35","53117.75"
"NIFTY BANK","15 Apr 2025","52299","52486.35","51863.3","52379.50"
"NIFTY BANK","11 Apr 2025","50634.1","51244.7","50634.1","51002.35"
"NIFTY BANK","09 Apr 2025","50487.1","50496.9","49910.85","50240.15"
"NIFTY BANK","08 Apr 2025","50388.55","50793.7","50030.8","50511.00"
"NIFTY BANK","07 Apr 2025","49336.1","50426.25","49156.95","49860.10"
"NIFTY BANK","04 Apr 2025","51711.6","51893.6","51360.4","51502.70"
"NIFTY BANK","03 Apr 2025","50910","51661.6","50906.65","51597.35"
"NIFTY BANK","02 Apr 2025","50966.9","51404.2","50908.35","51348.05"
"NIFTY BANK","01 Apr 2025","51178.15","51683.85","50742","50827.50"
"NIFTY BANK","28 Mar 2025","51608.4","51839.1","51335.35","51564.85"
"NIFTY BANK","27 Mar 2025","51084.7","51714.35","51050.85","51575.85"
"NIFTY BANK","26 Mar 2025","51640.05","51875.8","51069.15","51209.00"
"NIFTY BANK","25 Mar 2025","51874.2","52063.95","51429.6","51607.95"
"NIFTY BANK","24 Mar 2025","50982.7","51801.15","50795.9","51704.95"
"NIFTY BANK","21 Mar 2025","49927.1","50672.15","49891.95","50593.55"
"NIFTY BANK","20 Mar 2025","49947.6","50155.3","49771.65","50062.85"
"NIFTY BANK","19 Mar 2025","49375.4","49807.55","49324.8","49702.60"
"NIFTY BANK","18 Mar 2025","48792.9","49400.3","48629.45","49314.50"
"NIFTY BANK","17 Mar 2025","48219.55","48481.35","48196.1","48354.15"
"NIFTY BANK","13 Mar 2025","48219.15","48352.45","48006.1","48060.40"
"NIFTY BANK","12 Mar 2025","47894.4","48222.15","47844.95","48056.65"
"NIFTY BANK","11 Mar 2025","47874.8","48029.05","47702.9","47853.95"
"NIFTY BANK","10 Mar 2025","48312","48599.15","48124.65","48216.80"
"NIFTY BANK","07 Mar 2025","48463.8","48709.05","48359.35","48497.50"
"NIFTY BANK","06 Mar 2025","48760","48839.1","48299.4","48627.70"
"NIFTY BANK","05 Mar 2025","48241.3","48657.65","48190.25","48489.95"
"NIFTY BANK","04 Mar 2025","47942.5","48374.9","47924.75","48245.20"
"NIFTY BANK","03 Mar 2025","48478.6","48574.7","47841.3","48114.30"
"NIFTY BANK","28 Feb 2025","48437.55","48574.5","48078.7","48344.70"
"NIFTY BANK","27 Feb 2025","48732.2","48972.55","48627.1","48743.80"
"NIFTY BANK","25 Feb 2025","48691.2","48862.15","48534.15","48608.35"
"NIFTY BANK","24 Feb 2025","48619.8","48748.4","48281.9","48651.95"
"NIFTY BANK","21 Feb 2025","49127.95","49306.55","48764","48981.20"
"NIFTY BANK","20 Feb 2025","49314.1","49455.8","49150.95","49334.55"
"NIFTY BANK","19 Feb 2025","48895.35","49628.25","48804","49570.10"
"NIFTY BANK","18 Feb 2025","49211.85","49328.55","48814.95","49087.30"
"NIFTY BANK","17 Feb 2025","48880.4","49319","48525.6","49258.90"
"NIFTY BANK","14 Feb 2025","49485.65","49592.95","48719.75","49099.45"
"NIFTY BANK","13 Feb 2025","49469.35","49836.1","49276.1","49359.85"
"NIFTY BANK","12 Feb 2025","49402.25","49702.35","48734.35","49479.45"
"NIFTY BANK","11 Feb 2025","49812.15","49906.75","49177.4","49403.40"
"NIFTY BANK","10 Feb 2025","50052.5","50155.65","49703.1","49981.00"
"NIFTY BANK","07 Feb 2025","50484.45","50641.75","49871.15","50158.85"
"NIFTY BANK","06 Feb 2025","50468.35","50553.35","50149.8","50382.10"
"NIFTY BANK","05 Feb 2025","50402.3","50522.15","50215.45","50343.05"
"NIFTY BANK","04 Feb 2025","49538.8","50206.6","49482.5","50157.95"
"NIFTY BANK","03 Feb 2025","49074.8","49373.45","48906.05","49210.55"
"NIFTY BANK","01 Feb 2025","49592.55","50009.5","48925.45","49506.95"
"NIFTY BANK","31 Jan 2025","49259.65","49674.8","49031.8","49587.20"